2018-07-27 00:00:38,77.0
2018-07-27 00:05:42,77.0
2018-07-27 00:10:44,77.0
2018-07-27 00:15:46,77.0
2018-07-27 00:20:51,77.0
2018-07-27 00:25:53,77.0
2018-07-27 00:30:55,77.0
2018-07-27 00:36:00,77.0
2018-07-27 00:41:08,77.0
2018-07-27 00:46:08,77.0
2018-07-27 00:51:14,77.0
2018-07-27 00:56:20,77.0
2018-07-27 01:01:20,77.0
2018-07-27 01:06:29,77.0
2018-07-27 01:11:32,77.0
2018-07-27 01:16:36,77.0
2018-07-27 01:21:40,77.0
2018-07-27 01:26:50,77.0
2018-07-27 01:31:54,77.0
2018-07-27 01:36:56,77.0
2018-07-27 01:42:00,77.0
2018-07-27 01:47:05,77.0
2018-07-27 01:52:07,77.0
2018-07-27 01:57:12,77.0
2018-07-27 02:02:16,77.0
2018-07-27 02:07:19,77.0
2018-07-27 02:12:20,77.0
2018-07-27 02:17:20,77.0
2018-07-27 02:22:24,77.0
2018-07-27 02:27:32,77.0
2018-07-27 02:32:35,77.0
2018-07-27 02:37:45,77.0
2018-07-27 02:42:47,77.0
2018-07-27 02:47:50,77.0
2018-07-27 02:52:58,77.0
2018-07-27 02:57:58,77.0
2018-07-27 03:03:05,77.0
2018-07-27 03:08:06,77.0
2018-07-27 03:13:09,77.0
2018-07-27 03:18:09,77.0
2018-07-27 03:23:10,77.0
2018-07-27 03:28:11,77.0
2018-07-27 03:33:11,77.0
2018-07-27 03:38:20,77.0
2018-07-27 03:43:26,77.0
2018-07-27 03:48:34,77.0
2018-07-27 03:53:38,77.0
2018-07-27 03:58:42,77.0
2018-07-27 04:03:53,77.0
2018-07-27 04:08:56,77.0
2018-07-27 04:14:01,77.0
2018-07-27 04:19:07,77.0
2018-07-27 04:24:11,77.0
2018-07-27 04:29:28,77.0
2018-07-27 04:34:30,77.0
2018-07-27 04:39:33,77.0
2018-07-27 04:44:37,77.0
2018-07-27 04:49:41,77.0
2018-07-27 04:54:47,77.0
2018-07-27 04:59:52,77.0
2018-07-27 05:05:01,77.0
2018-07-27 05:10:04,77.0
2018-07-27 05:15:14,77.0
2018-07-27 05:20:17,77.0
2018-07-27 05:25:20,77.0
2018-07-27 05:30:25,77.0
2018-07-27 05:35:26,77.0
2018-07-27 05:40:30,77.0
2018-07-27 05:45:32,77.0
2018-07-27 05:50:32,77.0
2018-07-27 05:55:33,77.0
2018-07-27 06:00:37,77.0
2018-07-27 06:05:41,77.0
2018-07-27 06:10:42,77.0
2018-07-27 06:15:42,77.0
2018-07-27 06:20:43,77.0
2018-07-27 06:25:46,77.0
2018-07-27 06:30:48,77.0
2018-07-27 06:36:05,77.0
2018-07-27 06:41:07,77.0
2018-07-27 06:46:11,77.0
2018-07-27 06:51:16,77.0
2018-07-27 06:56:17,77.0
2018-07-27 07:01:18,77.0
2018-07-27 07:06:24,77.0
2018-07-27 07:11:32,77.0
2018-07-27 07:16:35,77.0
2018-07-27 07:21:47,77.0
2018-07-27 07:26:56,77.0
2018-07-27 07:32:02,77.0
2018-07-27 07:37:14,77.0
2018-07-27 07:42:16,77.0
2018-07-27 07:47:18,77.0
2018-07-27 07:52:23,77.0
2018-07-27 07:57:24,77.0
2018-07-27 08:02:30,77.0
2018-07-27 08:07:31,77.0
2018-07-27 08:12:34,77.0
2018-07-27 08:17:39,77.0
2018-07-27 08:22:39,77.0
2018-07-27 08:27:42,77.0
2018-07-27 08:32:44,77.0
2018-07-27 08:37:53,77.0
2018-07-27 08:42:56,77.0
2018-07-27 08:48:05,77.0
2018-07-27 08:53:06,77.0
2018-07-27 08:58:10,77.0
2018-07-27 09:03:14,77.0
2018-07-27 09:08:17,77.0
2018-07-27 09:13:18,77.0
2018-07-27 09:18:26,77.0
2018-07-27 09:23:26,77.0
2018-07-27 09:28:26,77.0
2018-07-27 09:33:29,77.0
2018-07-27 09:38:31,77.0
2018-07-27 09:43:36,77.0
2018-07-27 09:48:41,77.0
